SSBB	MLBAM	NL	pos	h	age	team	firstName	lastName	1B	2B	3B	SS	OF	osbAL	ocsAL	osbNL	ocsNL	BAvR	OBvR	SLvR	BAvL	OBvL	SLvL
1785	678316	785	P	L	27	SD	Omar	Cruz
1786	594835	786	P	L	34	SD	Marco	Gonzales
1787	605242	787	SR	R	33	SF	Michael	Fulmer
1788	605182	788	SR	R	35	Pit	Mike	Clevinger
1789	527048	789	P	L	34	Atl	Martin	Perez
1790		790	3B	R	23	Ari	LuJames	Groover			2.65							-2	-5	-5	4	11	12
1791		791	OF	L	18	Col	Cristian	Arguelles					2.10					3	7	13	-12	-23	-45
1792	701831	792	3B	L	23	Phi	Carson	Demartini			2.65							3	7	13	-12	-23	-45
1796	571657	796	2B	R	35	Atl	Kyle	Farmer		4.24								-6	-10	-15	13	19	29
1797	607179	797	SR	R	33	LAD	Jordan	Weems
1798	640470	798	SR	R	31	NYN	Adbert	Alzolay
1799	703606	799	OF	L	22	Col	Jared	Thomas					2.10					3	7	13	-12	-23	-45
